"HolderAddress","Balance","PendingBalanceUpdate"
"0xea1a6307d9b18f8d1cbf1c3dd6aad8416c06a221","6,139.491524361440207343","No"
"0x6e799758cee75dae3d84e09d40dc416ecf713652","404.721350012737525753","No"
"0xe5ad291c9e4fd7d26141a01ef1f16af3f6b7ca8e","248.520375874238050269","No"
"0x6780ac060fdcba20ae02a6197c84bdc70cf8716b","58.532196457928250314","No"
"0x6aacaad3c6a47391bca95071c235c49716b7d865","50.427313896380884154","No"
"0x5f3df357144f748d7d53f30719a6e4040e2c7d04","50.345694591775853313","No"
"0x7adc5f2e75b4afb49f18d136b318abd9eae71d14","44.19898427886897599","No"
"0x20eadfcaf91bd98674ff8fc341d148e1731576a4","42.758359653001648098","No"
"0xa0eac5d90be5e6346b22895a207d49fbe9711447","33.487661232395542258","No"
"0xc3672e93d2e4ee809ebefa31bf56529cb7eb1f7f","20.137712061268250734","No"
"0x591d9d2cca1ef27595fbf2b5e916a22b4cf5428f","18.93","No"
"0x86fbaeb3d6b5247f420590d303a6ffc9cd523790","17.322486587964207957","No"
"0xf406572fe97b99cc8291f677b10f864871a1a8fd","15.627176750950442375","No"
"0xae0f77c239f72da36d4da20a4bbdaae4ca48e03f","14.24335204891718743","No"
"0x087dd27ac6fd7deaf08f1e136fc8ddf86ffc68b3","13.164103427802649073","No"
"0xf6b75cce953193b6469a4ff6e8ae3212adff7e74","11.752819257870272407","No"
"0x196283bce3e38d98f9f4c424a1a148b248eaa4f9","10.048512328503312824","No"
"0x86ce23a8bf873e2791558744ffeda67e7f39fb4a","9.947318669199164323","No"
"0x4df59c31a3008509b3c1fee7a808c9a28f701719","8.059467758267699135","No"
"0x03dde38028cc5a59b8d85930ff8f5fabbd6e2dbe","6.474753701836135846","No"
"0xac058442913ec4cf5b8d6f29813ea8c71419bcf1","5.53244306941063908","No"
"0x87fdd6b5cbab8ff24c91e1264397ebb9ec3904d2","5.02523774246188079","No"
"0x96e5e99c661c90625b7a5d7a76ac1a40a1daf0ed","4.985168671470625646","No"
"0x273ebff3bda08d0699c3bbdd701dcc986d7e5f76","4.530744328409954364","No"
"0x5caf7445e1df2de07ee780cb628377743bb25b03","4.378521398285100576","No"
"0x68bdeff9aca67da30ad7e78feacb3685a5c0863f","4.207882569214121394","No"
"0x451b617e60b986a2a94623055148f0d26f77dd8f","4.026708619742266005","No"
"0x180b6578ade815cdafff6d9d0627266b95ad10a8","3.29907106760472223","No"
"0xe8297c74ace6e2cec969f51e12e5a0e333c58f45","3.102799688722509906","No"
"0xbe0f7d1c0be794a71719072fe93b7ac98dd64217","2.642143942704582014","No"
"0xa1aa6d1aab32f74e6e11bddc4a6e3a9696ce45c7","2.507166606909212004","No"
"0xd8fa8dc5adec503acc5e026a98f32ca5c1fa289a","1.810837454421085315","No"
"0xbff7ca8f8061fbdead6a00a3cd1e3abeb68a4cfc","1.517757718869416469","No"
"0x2ec703a921754d9947284a9672426d6a78170e5d","1.508246181276248493","No"
"0x3778910e4f2b799063651fe4b9b3f4e17578fb07","1.453700273357389567","No"
"0x171c53d55b1bcb725f660677d9e8bad7fd084282","1.383887225881072745","No"
"0xd1376fe1330752531fbd956fc57e6c1a11d5259e","0.998254612589440261","No"
"0xb02eea41c15f3db577be0bb33ace47a87699dd7c","0.996869391826047792","No"
"0x24accd74a3e165b8da652d6edb795bf2887e3928","0.983521059049321949","No"
"0xcd54cc88ac8bb4f437937b5dfa9c341570c6169b","0.852673413835424589","No"
"0x8100a7189be61b20dbfbbef8c443f805ce54ca37","0.65294636810574659","No"
"0x9129aff5e78182d81933ac7577ab75334051560a","0.557480198232538779","No"
"0x745b76c7f491bf9d4b202959e4576548808a52e8","0.553385799084297135","No"
"0xff34b88236e16e234400f7444f4b908ed6c46c66","0.503500264005760361","No"
"0x7fef075e66aeaa4941cc61436b5474af30ba0588","0.502239988704578455","No"
"0x1682db339694d5381b5ffd7c80dd19c4c4d30a86","0.493908066613001249","No"
"0xa45761b4b7e86268dde2f705e96dcac98aacfe77","0.401820026755148064","No"
"0x78ddc3bbc6d1c6c3f6ae2d9d34d7202ec52c3b67","0.391867383308727149","No"
"0x8f9ca300f53a7d8a0224d2d5f97457547d387fd9","0.325047860897722776","No"
"0xabfbdc9381d188dbcec9e2c46667bc36d382fd39","0.289921472503294997","No"
"0x4ceaa05d2567fcd56bba18ebdb56adfb78cffb2c","0.281637830556512527","No"
"0x3ffdff6014eec97404d5e7eadb5ba8a4b87d7de9","0.249288355983632219","No"
"0x5d120e0929dbbf2315c97a4d93067e2dd9128ce4","0.231378230818607997","No"
"0x32f8c8b40b62a73d514e8be0f58074edba533937","0.219318951077164599","No"
"0xd49cd87f9ebf9385ba21f23582a5ea9b63afb999","0.201479369185152649","No"
"0x420691a75f5105de22e352b21e5dbbe739f1921b","0.169523522275009172","No"
"0x64627901dadb46ed7f275fd4fc87d086cff1e6e3","0.154980343606349436","No"
"0x227e8e8f9d7c1d78696a09bcd1c6f38ab7d429a8","0.150287053243047739","No"
"0xa18dbcf396025efb9b6f41d8d62fc810bc36d8dd","0.14600797608643024","No"
"0x35decad30d8ae455d1c742fdef5bf6bab619663d","0.13513852396447667","No"
"0x6458fdc1e3672514a6a28de46e2a0eb502699a1d","0.126172939673873769","No"
"0x654abc714e8ecda0dca94824331d814bf5299c63","0.115650124936996649","No"
"0x79211e4e171703c0d99f8e14343b5c0985fd2979","0.099906554758663925","No"
"0x7a5527e724e8ce8fb1369344d60acc67a4d84f48","0.080668071485125562","No"
"0xfe19cd575351f2f299506bd229ba96123efb7efe","0.075467763168731257","No"
"0x8fe3e0bc5c1af0b871b40f043bb0f09e9acdda3f","0.063386301057188758","No"
"0x1ad14b7abbcf75e98b3f2f21c69477c5cffea6d7","0.060369047532899767","No"
"0x8f25a86bea55521b10a0af426c201f507f9e394d","0.056106139361016841","No"
"0xa9cb32a6970a6dc8fb21be6a2df818493ce46add","0.055823627575323501","No"
"0xf5fffdbcda727b87b2c750c7fa208ec0893a18ee","0.05540928699996988","No"
"0x2b937e37f258cc69b652b94a36fabb493be1d103","0.052081668790835309","No"
"0x0cb362a439ef58938cad2b38c79d1471a24901de","0.051276252527233894","No"
"0xc3f0af2a17cb1e0500e01d69d2f3adaa400472e5","0.050017929468857084","No"
"0x09c666666e00420ad30dc15b0826dd8fafe74723","0.04957911010131301","No"
"0x6916565b484efdd338bf5a967cca419094732463","0.048153238586657136","No"
"0xd4052541a2a13cabaabe2e489c68f6e49ace16d8","0.015661228384438864","No"
"0x31f2266855502a9929ce0d18c3ecfad7fdb4b917","0.015047728290275264","No"
"0x7d137c86dc954f4eadd38957a7cd8a6007ce13c5","0.010142013453925804","No"
"0xd60ebfe49e0038031a9ee11bd86f63298da12c0a","0.007535954949267899","No"
"0x092e7471a55c416f12d3340c6cce1a4bcc373089","0.005004118578650542","No"
"0xa1f27bfdbf8c25029e5556f948eaba8f620ecf19","0.004980826726202956","No"
"0x19679dec805742254cb5e7323fff3398a3889254","0.00250083594744485","No"
"0x54b2bb82deb278e018167f314a48fe4ee6eba07c","0.001500523165180289","No"
"0xaa7bd033dd5e8cbbd11c871433d0c5f3e8454c3d","0.001158787573407501","No"
"0x823d1a8e34a903b6763bff9881b60582eaa6e75d","0.000503299333031959","No"
"0x67483577dd5bf4845794531236d69c054c457644","0.000500171566162784","No"
"0xc5de823168308bee5c18f4bb0202dcdd2bf6cd62","0.000291461428165189","No"
"0x7f429edeff8afc7bb3a2cf7db832fc86f6fa99da","0.000050195017162997","No"
"0xf2e9fec0f136c9e8992257855554c221856f769f","0.000000703687979165","No"
"0x1fccc097db89a86bfc474a1028f93958295b1fb7","0.000000000000048068","No"
"0x0000000000000000000000000000000000000001","0.000000000000001","No"
